Entity,Code,Day,Monthly sea surface temperature anomaly
Southern Hemisphere,,15/01/1936,-0.38055
Southern Hemisphere,,15/02/1936,-0.22711
Southern Hemisphere,,15/03/1936,-0.43009
Southern Hemisphere,,15/04/1936,-0.32519
Southern Hemisphere,,15/05/1936,-0.3751
Southern Hemisphere,,15/06/1936,-0.38985
Southern Hemisphere,,15/07/1936,-0.36425
Southern Hemisphere,,15/08/1936,-0.29407
Southern Hemisphere,,15/09/1936,-0.33525
Southern Hemisphere,,15/10/1936,-0.03592
Southern Hemisphere,,15/11/1936,-0.235
Southern Hemisphere,,15/12/1936,-0.22599
Southern Hemisphere,,15/01/1937,-0.18259
Southern Hemisphere,,15/02/1937,-0.10368
Southern Hemisphere,,15/03/1937,-0.24854
Southern Hemisphere,,15/04/1937,-0.14573
Southern Hemisphere,,15/05/1937,-0.24107
Southern Hemisphere,,15/06/1937,-0.21087
Southern Hemisphere,,15/07/1937,-0.10999
Southern Hemisphere,,15/08/1937,-0.09829
Southern Hemisphere,,15/09/1937,-0.10466
Southern Hemisphere,,15/10/1937,-0.12958
Southern Hemisphere,,15/11/1937,-0.22112
Southern Hemisphere,,15/12/1937,-0.16832
Southern Hemisphere,,15/01/1938,-0.19347
Southern Hemisphere,,15/02/1938,-0.13408
Southern Hemisphere,,15/03/1938,-0.19668
Southern Hemisphere,,15/04/1938,-0.20063
Southern Hemisphere,,15/05/1938,-0.31466
Southern Hemisphere,,15/06/1938,-0.15927
Southern Hemisphere,,15/07/1938,-0.13019
Southern Hemisphere,,15/08/1938,-0.1125
Southern Hemisphere,,15/09/1938,-0.16707
Southern Hemisphere,,15/10/1938,-0.03477
Southern Hemisphere,,15/11/1938,-0.17215
Southern Hemisphere,,15/12/1938,-0.34078
Southern Hemisphere,,15/01/1939,-0.17249
Southern Hemisphere,,15/02/1939,-0.13802
Southern Hemisphere,,15/03/1939,-0.22288
Southern Hemisphere,,15/04/1939,-0.07848
Southern Hemisphere,,15/05/1939,-0.14324
Southern Hemisphere,,15/06/1939,0.06536
Southern Hemisphere,,15/07/1939,0.0315
Southern Hemisphere,,15/08/1939,-0.05773
Southern Hemisphere,,15/09/1939,-0.14632
Southern Hemisphere,,15/10/1939,-0.44363
Southern Hemisphere,,15/11/1939,-0.27564
Southern Hemisphere,,15/12/1939,-0.03063
Southern Hemisphere,,15/01/1940,0.02494
Southern Hemisphere,,15/02/1940,0.09922
Southern Hemisphere,,15/03/1940,-0.0739
Southern Hemisphere,,15/04/1940,0.14209
Southern Hemisphere,,15/05/1940,0.20033
Southern Hemisphere,,15/06/1940,-0.12946
Southern Hemisphere,,15/07/1940,0.10394
Southern Hemisphere,,15/08/1940,0.07943
Southern Hemisphere,,15/09/1940,0.01962
Southern Hemisphere,,15/10/1940,-0.05276
Southern Hemisphere,,15/11/1940,-0.27132
Southern Hemisphere,,15/12/1940,0.05291
Southern Hemisphere,,15/01/1941,-0.08391
Southern Hemisphere,,15/02/1941,-0.21435
Southern Hemisphere,,15/03/1941,-0.13532
Southern Hemisphere,,15/04/1941,-0.03795
Southern Hemisphere,,15/05/1941,-0.17973
Southern Hemisphere,,15/06/1941,0.0075
Southern Hemisphere,,15/07/1941,-0.0289
Southern Hemisphere,,15/08/1941,-0.07736
Southern Hemisphere,,15/09/1941,-0.1983
Southern Hemisphere,,15/10/1941,0.15817
Southern Hemisphere,,15/11/1941,0.10418
Southern Hemisphere,,15/12/1941,0.36109
Southern Hemisphere,,15/01/1942,0.21937
Southern Hemisphere,,15/02/1942,-0.03946
Southern Hemisphere,,15/03/1942,0.10448
Southern Hemisphere,,15/04/1942,-0.06674
Southern Hemisphere,,15/05/1942,0.05453
Southern Hemisphere,,15/06/1942,-0.00986
Southern Hemisphere,,15/07/1942,-0.10528
Southern Hemisphere,,15/08/1942,-0.17112
Southern Hemisphere,,15/09/1942,-0.15502
Southern Hemisphere,,15/10/1942,-0.28848
Southern Hemisphere,,15/11/1942,-0.37186
Southern Hemisphere,,15/12/1942,-0.15683
Southern Hemisphere,,15/01/1943,-0.11502
Southern Hemisphere,,15/02/1943,-0.18077
Southern Hemisphere,,15/03/1943,-0.20937
Southern Hemisphere,,15/04/1943,-0.1714
Southern Hemisphere,,15/05/1943,-0.089
Southern Hemisphere,,15/06/1943,0.03905
Southern Hemisphere,,15/07/1943,0.11765
Southern Hemisphere,,15/08/1943,0.20384
Southern Hemisphere,,15/09/1943,-0.13538
Southern Hemisphere,,15/10/1943,-0.02915
Southern Hemisphere,,15/11/1943,0.08026
Southern Hemisphere,,15/12/1943,0.05871
Southern Hemisphere,,15/01/1944,-0.052
Southern Hemisphere,,15/02/1944,-0.06048
Southern Hemisphere,,15/03/1944,0.23787
Southern Hemisphere,,15/04/1944,0.27248
Southern Hemisphere,,15/05/1944,0.20108
Southern Hemisphere,,15/06/1944,0.34872
Southern Hemisphere,,15/07/1944,0.37634
Southern Hemisphere,,15/08/1944,0.28718
Southern Hemisphere,,15/09/1944,0.08861
Southern Hemisphere,,15/10/1944,-0.07221
Southern Hemisphere,,15/11/1944,-0.0962
Southern Hemisphere,,15/12/1944,0.06766
Southern Hemisphere,,15/01/1945,-0.07838
Southern Hemisphere,,15/02/1945,0.09521
Southern Hemisphere,,15/03/1945,0.07838
Southern Hemisphere,,15/04/1945,0.16678
Southern Hemisphere,,15/05/1945,-0.13328
Southern Hemisphere,,15/06/1945,0.0383
Southern Hemisphere,,15/07/1945,0.02445
Southern Hemisphere,,15/08/1945,0.35574
Southern Hemisphere,,15/09/1945,0.17841
Southern Hemisphere,,15/10/1945,0.22603
Southern Hemisphere,,15/11/1945,0.0931
Southern Hemisphere,,15/12/1945,0.00954
Southern Hemisphere,,15/01/1946,0.02987
Southern Hemisphere,,15/02/1946,-0.18398
Southern Hemisphere,,15/03/1946,0.03829
Southern Hemisphere,,15/04/1946,-0.02872
Southern Hemisphere,,15/05/1946,-0.32621
Southern Hemisphere,,15/06/1946,-0.53333
Southern Hemisphere,,15/07/1946,-0.24146
Southern Hemisphere,,15/08/1946,-0.43793
Southern Hemisphere,,15/09/1946,-0.21139
Southern Hemisphere,,15/10/1946,-0.05122
Southern Hemisphere,,15/11/1946,-0.40778
Southern Hemisphere,,15/12/1946,-0.41815
Southern Hemisphere,,15/01/1947,-0.18462
Southern Hemisphere,,15/02/1947,-0.37611
Southern Hemisphere,,15/03/1947,-0.31958
Southern Hemisphere,,15/04/1947,-0.04377
Southern Hemisphere,,15/05/1947,-0.23601
Southern Hemisphere,,15/06/1947,-0.17617
Southern Hemisphere,,15/07/1947,-0.0465
Southern Hemisphere,,15/08/1947,-0.24942
Southern Hemisphere,,15/09/1947,-0.34062
Southern Hemisphere,,15/10/1947,-0.35259
Southern Hemisphere,,15/11/1947,-0.16794
Southern Hemisphere,,15/12/1947,-0.34985
Southern Hemisphere,,15/01/1948,-0.33402
Southern Hemisphere,,15/02/1948,-0.28561
Southern Hemisphere,,15/03/1948,-0.07257
Southern Hemisphere,,15/04/1948,-0.25283
Southern Hemisphere,,15/05/1948,-0.0874
Southern Hemisphere,,15/06/1948,-0.26267
Southern Hemisphere,,15/07/1948,-0.36978
Southern Hemisphere,,15/08/1948,-0.22117
Southern Hemisphere,,15/09/1948,-0.33551
Southern Hemisphere,,15/10/1948,-0.17886
Southern Hemisphere,,15/11/1948,-0.23959
Southern Hemisphere,,15/12/1948,-0.32201
Southern Hemisphere,,15/01/1949,-0.14657
Southern Hemisphere,,15/02/1949,-0.20205
Southern Hemisphere,,15/03/1949,-0.17524
Southern Hemisphere,,15/04/1949,-0.05648
Southern Hemisphere,,15/05/1949,-0.15184
Southern Hemisphere,,15/06/1949,-0.23343
Southern Hemisphere,,15/07/1949,-0.13331
Southern Hemisphere,,15/08/1949,-0.20329
Southern Hemisphere,,15/09/1949,-0.08847
Southern Hemisphere,,15/10/1949,-0.24468
Southern Hemisphere,,15/11/1949,-0.27942
Southern Hemisphere,,15/12/1949,-0.2277
Southern Hemisphere,,15/01/1950,-0.31889
Southern Hemisphere,,15/02/1950,-0.35733
Southern Hemisphere,,15/03/1950,-0.31387
Southern Hemisphere,,15/04/1950,-0.23324
Southern Hemisphere,,15/05/1950,-0.15996
Southern Hemisphere,,15/06/1950,-0.12087
Southern Hemisphere,,15/07/1950,0.06625
Southern Hemisphere,,15/08/1950,-0.02933
Southern Hemisphere,,15/09/1950,-0.1918
Southern Hemisphere,,15/10/1950,-0.1666
Southern Hemisphere,,15/11/1950,-0.39397
Southern Hemisphere,,15/12/1950,-0.4953
Southern Hemisphere,,15/01/1951,-0.42568
Southern Hemisphere,,15/02/1951,-0.34099
Southern Hemisphere,,15/03/1951,-0.44825
Southern Hemisphere,,15/04/1951,-0.21052
Southern Hemisphere,,15/05/1951,-0.2756
Southern Hemisphere,,15/06/1951,0.05985
Southern Hemisphere,,15/07/1951,-0.05336
Southern Hemisphere,,15/08/1951,-0.04038
Southern Hemisphere,,15/09/1951,-0.22764
Southern Hemisphere,,15/10/1951,-0.04456
Southern Hemisphere,,15/11/1951,-0.24708
Southern Hemisphere,,15/12/1951,-0.19048
Southern Hemisphere,,15/01/1952,0.01914
Southern Hemisphere,,15/02/1952,0.12231
Southern Hemisphere,,15/03/1952,-0.02894
Southern Hemisphere,,15/04/1952,0.02046
Southern Hemisphere,,15/05/1952,-0.05123
Southern Hemisphere,,15/06/1952,-0.02913
Southern Hemisphere,,15/07/1952,0.00915
Southern Hemisphere,,15/08/1952,-0.03142
Southern Hemisphere,,15/09/1952,-0.03289
Southern Hemisphere,,15/10/1952,-0.00585
Southern Hemisphere,,15/11/1952,0.01797
Southern Hemisphere,,15/12/1952,-0.07577
Southern Hemisphere,,15/01/1953,-0.08807
Southern Hemisphere,,15/02/1953,0.0512
Southern Hemisphere,,15/03/1953,-0.03528
Southern Hemisphere,,15/04/1953,0.10781
Southern Hemisphere,,15/05/1953,0.17675
Southern Hemisphere,,15/06/1953,0.13152
Southern Hemisphere,,15/07/1953,0.06239
Southern Hemisphere,,15/08/1953,-0.10726
Southern Hemisphere,,15/09/1953,-0.03538
Southern Hemisphere,,15/10/1953,-0.06396
Southern Hemisphere,,15/11/1953,-0.11566
Southern Hemisphere,,15/12/1953,-0.05043
Southern Hemisphere,,15/01/1954,-0.23504
Southern Hemisphere,,15/02/1954,-0.0867
Southern Hemisphere,,15/03/1954,-0.05107
Southern Hemisphere,,15/04/1954,-0.29149
Southern Hemisphere,,15/05/1954,-0.23875
Southern Hemisphere,,15/06/1954,-0.2234
Southern Hemisphere,,15/07/1954,-0.31784
Southern Hemisphere,,15/08/1954,-0.21786
Southern Hemisphere,,15/09/1954,-0.20899
Southern Hemisphere,,15/10/1954,-0.20742
Southern Hemisphere,,15/11/1954,-0.17084
Southern Hemisphere,,15/12/1954,-0.34819
Southern Hemisphere,,15/01/1955,-0.13691
Southern Hemisphere,,15/02/1955,-0.26243
Southern Hemisphere,,15/03/1955,-0.19176
Southern Hemisphere,,15/04/1955,-0.25077
Southern Hemisphere,,15/05/1955,-0.40389
Southern Hemisphere,,15/06/1955,-0.33674
Southern Hemisphere,,15/07/1955,-0.31733
Southern Hemisphere,,15/08/1955,-0.2894
Southern Hemisphere,,15/09/1955,-0.2806
Southern Hemisphere,,15/10/1955,-0.37933
Southern Hemisphere,,15/11/1955,-0.42662
Southern Hemisphere,,15/12/1955,-0.41953
Southern Hemisphere,,15/01/1956,-0.32836
Southern Hemisphere,,15/02/1956,-0.26901
Southern Hemisphere,,15/03/1956,-0.33509
Southern Hemisphere,,15/04/1956,-0.28664
Southern Hemisphere,,15/05/1956,-0.24819
Southern Hemisphere,,15/06/1956,-0.21445
Southern Hemisphere,,15/07/1956,-0.20555
Southern Hemisphere,,15/08/1956,-0.21428
Southern Hemisphere,,15/09/1956,-0.20129
Southern Hemisphere,,15/10/1956,-0.21671
Southern Hemisphere,,15/11/1956,-0.18242
Southern Hemisphere,,15/12/1956,-0.19124
Southern Hemisphere,,15/01/1957,-0.21233
Southern Hemisphere,,15/02/1957,-0.12034
Southern Hemisphere,,15/03/1957,-0.09311
Southern Hemisphere,,15/04/1957,-0.06199
Southern Hemisphere,,15/05/1957,0.17397
Southern Hemisphere,,15/06/1957,0.08424
Southern Hemisphere,,15/07/1957,0.03739
Southern Hemisphere,,15/08/1957,-0.03614
Southern Hemisphere,,15/09/1957,-0.093
Southern Hemisphere,,15/10/1957,-0.12392
Southern Hemisphere,,15/11/1957,-0.12122
Southern Hemisphere,,15/12/1957,-0.14208
Southern Hemisphere,,15/01/1958,-0.00775
Southern Hemisphere,,15/02/1958,-0.03874
Southern Hemisphere,,15/03/1958,-0.07822
Southern Hemisphere,,15/04/1958,-0.19683
Southern Hemisphere,,15/05/1958,-0.11097
Southern Hemisphere,,15/06/1958,-0.1397
Southern Hemisphere,,15/07/1958,-0.10031
Southern Hemisphere,,15/08/1958,-0.09125
Southern Hemisphere,,15/09/1958,-0.12318
Southern Hemisphere,,15/10/1958,-0.14651
Southern Hemisphere,,15/11/1958,-0.15452
Southern Hemisphere,,15/12/1958,-0.09245
Southern Hemisphere,,15/01/1959,-0.0846
Southern Hemisphere,,15/02/1959,-0.13331
Southern Hemisphere,,15/03/1959,-0.11869
Southern Hemisphere,,15/04/1959,-0.08773
Southern Hemisphere,,15/05/1959,-0.0286
Southern Hemisphere,,15/06/1959,-0.13727
Southern Hemisphere,,15/07/1959,-0.14594
Southern Hemisphere,,15/08/1959,-0.07589
Southern Hemisphere,,15/09/1959,-0.12689
Southern Hemisphere,,15/10/1959,-0.08434
Southern Hemisphere,,15/11/1959,-0.18896
Southern Hemisphere,,15/12/1959,-0.194
Southern Hemisphere,,15/01/1960,-0.19944
Southern Hemisphere,,15/02/1960,-0.22466
Southern Hemisphere,,15/03/1960,-0.18086
Southern Hemisphere,,15/04/1960,-0.20401
Southern Hemisphere,,15/05/1960,-0.10315
Southern Hemisphere,,15/06/1960,-0.23229
Southern Hemisphere,,15/07/1960,-0.1652
Southern Hemisphere,,15/08/1960,-0.11258
Southern Hemisphere,,15/09/1960,-0.05136
Southern Hemisphere,,15/10/1960,-0.17118
Southern Hemisphere,,15/11/1960,-0.18939
Southern Hemisphere,,15/12/1960,-0.11091
Southern Hemisphere,,15/01/1961,-0.11302
Southern Hemisphere,,15/02/1961,0.03871
Southern Hemisphere,,15/03/1961,-0.07416
Southern Hemisphere,,15/04/1961,-0.03119
Southern Hemisphere,,15/05/1961,0.00891
Southern Hemisphere,,15/06/1961,0.07553
Southern Hemisphere,,15/07/1961,-0.08606
Southern Hemisphere,,15/08/1961,-0.08235
Southern Hemisphere,,15/09/1961,-0.17451
Southern Hemisphere,,15/10/1961,-0.15824
Southern Hemisphere,,15/11/1961,-0.12482
Southern Hemisphere,,15/12/1961,-0.20951
Southern Hemisphere,,15/01/1962,-0.1433
Southern Hemisphere,,15/02/1962,-0.11441
Southern Hemisphere,,15/03/1962,-0.12853
Southern Hemisphere,,15/04/1962,-0.15666
Southern Hemisphere,,15/05/1962,-0.13737
Southern Hemisphere,,15/06/1962,-0.09358
Southern Hemisphere,,15/07/1962,-0.09621
Southern Hemisphere,,15/08/1962,-0.13872
Southern Hemisphere,,15/09/1962,-0.14505
Southern Hemisphere,,15/10/1962,-0.0891
Southern Hemisphere,,15/11/1962,-0.17038
Southern Hemisphere,,15/12/1962,-0.22828
Southern Hemisphere,,15/01/1963,-0.24298
Southern Hemisphere,,15/02/1963,-0.21217
Southern Hemisphere,,15/03/1963,-0.20505
Southern Hemisphere,,15/04/1963,-0.13366
Southern Hemisphere,,15/05/1963,-0.02705
Southern Hemisphere,,15/06/1963,-0.09537
Southern Hemisphere,,15/07/1963,-0.06927
Southern Hemisphere,,15/08/1963,-0.03537
Southern Hemisphere,,15/09/1963,-0.0885
Southern Hemisphere,,15/10/1963,-0.1305
Southern Hemisphere,,15/11/1963,-0.17471
Southern Hemisphere,,15/12/1963,-0.17122
Southern Hemisphere,,15/01/1964,-0.29761
Southern Hemisphere,,15/02/1964,-0.26137
Southern Hemisphere,,15/03/1964,-0.28503
Southern Hemisphere,,15/04/1964,-0.35434
Southern Hemisphere,,15/05/1964,-0.38458
Southern Hemisphere,,15/06/1964,-0.26252
Southern Hemisphere,,15/07/1964,-0.33862
Southern Hemisphere,,15/08/1964,-0.37769
Southern Hemisphere,,15/09/1964,-0.36366
Southern Hemisphere,,15/10/1964,-0.28339
Southern Hemisphere,,15/11/1964,-0.47788
Southern Hemisphere,,15/12/1964,-0.49729
Southern Hemisphere,,15/01/1965,-0.27664
Southern Hemisphere,,15/02/1965,-0.25942
Southern Hemisphere,,15/03/1965,-0.34649
Southern Hemisphere,,15/04/1965,-0.24705
Southern Hemisphere,,15/05/1965,-0.25579
Southern Hemisphere,,15/06/1965,-0.23816
Southern Hemisphere,,15/07/1965,-0.25302
Southern Hemisphere,,15/08/1965,-0.21028
Southern Hemisphere,,15/09/1965,-0.13581
Southern Hemisphere,,15/10/1965,-0.24449
Southern Hemisphere,,15/11/1965,-0.29866
Southern Hemisphere,,15/12/1965,-0.23289
Southern Hemisphere,,15/01/1966,-0.25407
Southern Hemisphere,,15/02/1966,-0.27752
Southern Hemisphere,,15/03/1966,-0.29107
Southern Hemisphere,,15/04/1966,-0.13195
Southern Hemisphere,,15/05/1966,-0.29496
Southern Hemisphere,,15/06/1966,-0.1954
Southern Hemisphere,,15/07/1966,-0.11124
Southern Hemisphere,,15/08/1966,-0.20835
Southern Hemisphere,,15/09/1966,-0.21582
Southern Hemisphere,,15/10/1966,-0.32223
Southern Hemisphere,,15/11/1966,-0.26063
Southern Hemisphere,,15/12/1966,-0.16405
Southern Hemisphere,,15/01/1967,-0.2998
Southern Hemisphere,,15/02/1967,-0.2784
Southern Hemisphere,,15/03/1967,-0.18968
Southern Hemisphere,,15/04/1967,-0.34492
Southern Hemisphere,,15/05/1967,-0.1702
Southern Hemisphere,,15/06/1967,-0.20413
Southern Hemisphere,,15/07/1967,-0.26136
Southern Hemisphere,,15/08/1967,-0.32361
Southern Hemisphere,,15/09/1967,-0.30784
Southern Hemisphere,,15/10/1967,-0.36725
Southern Hemisphere,,15/11/1967,-0.28185
Southern Hemisphere,,15/12/1967,-0.41532
Southern Hemisphere,,15/01/1968,-0.35434
Southern Hemisphere,,15/02/1968,-0.42475
Southern Hemisphere,,15/03/1968,-0.37292
Southern Hemisphere,,15/04/1968,-0.35724
Southern Hemisphere,,15/05/1968,-0.4039
Southern Hemisphere,,15/06/1968,-0.28458
Southern Hemisphere,,15/07/1968,-0.28247
Southern Hemisphere,,15/08/1968,-0.16811
Southern Hemisphere,,15/09/1968,-0.16197
Southern Hemisphere,,15/10/1968,-0.13012
Southern Hemisphere,,15/11/1968,-0.09412
Southern Hemisphere,,15/12/1968,0.02998
Southern Hemisphere,,15/01/1969,0.00049
Southern Hemisphere,,15/02/1969,0.03134
Southern Hemisphere,,15/03/1969,0.08997
Southern Hemisphere,,15/04/1969,0.0668
Southern Hemisphere,,15/05/1969,0.1296
Southern Hemisphere,,15/06/1969,0.06173
Southern Hemisphere,,15/07/1969,-0.12941
Southern Hemisphere,,15/08/1969,-0.00173
Southern Hemisphere,,15/09/1969,-0.04249
Southern Hemisphere,,15/10/1969,0.00279
Southern Hemisphere,,15/11/1969,-0.01698
Southern Hemisphere,,15/12/1969,0.03946
Southern Hemisphere,,15/01/1970,0.09562
Southern Hemisphere,,15/02/1970,-0.05229
Southern Hemisphere,,15/03/1970,-0.06057
Southern Hemisphere,,15/04/1970,-0.09001
Southern Hemisphere,,15/05/1970,-0.0884
Southern Hemisphere,,15/06/1970,-0.223
Southern Hemisphere,,15/07/1970,-0.14129
Southern Hemisphere,,15/08/1970,-0.17493
Southern Hemisphere,,15/09/1970,-0.16546
Southern Hemisphere,,15/10/1970,-0.1123
Southern Hemisphere,,15/11/1970,-0.08986
Southern Hemisphere,,15/12/1970,-0.16551
Southern Hemisphere,,15/01/1971,-0.2131
Southern Hemisphere,,15/02/1971,-0.29526
Southern Hemisphere,,15/03/1971,-0.31329
Southern Hemisphere,,15/04/1971,-0.22033
Southern Hemisphere,,15/05/1971,-0.19395
Southern Hemisphere,,15/06/1971,-0.24776
Southern Hemisphere,,15/07/1971,-0.17809
Southern Hemisphere,,15/08/1971,-0.24708
Southern Hemisphere,,15/09/1971,-0.13809
Southern Hemisphere,,15/10/1971,-0.15877
Southern Hemisphere,,15/11/1971,-0.1519
Southern Hemisphere,,15/12/1971,-0.36389
Southern Hemisphere,,15/01/1972,-0.0444
Southern Hemisphere,,15/02/1972,-0.00654
Southern Hemisphere,,15/03/1972,-0.02171
Southern Hemisphere,,15/04/1972,-0.04558
Southern Hemisphere,,15/05/1972,-0.00163
Southern Hemisphere,,15/06/1972,-0.02306
Southern Hemisphere,,15/07/1972,0.02681
Southern Hemisphere,,15/08/1972,0.07496
Southern Hemisphere,,15/09/1972,0.11207
Southern Hemisphere,,15/10/1972,0.10231
Southern Hemisphere,,15/11/1972,0.23945
Southern Hemisphere,,15/12/1972,0.37386
Southern Hemisphere,,15/01/1973,0.23162
Southern Hemisphere,,15/02/1973,0.13397
Southern Hemisphere,,15/03/1973,0.19453
Southern Hemisphere,,15/04/1973,0.11547
Southern Hemisphere,,15/05/1973,0.0415
Southern Hemisphere,,15/06/1973,0.05097
Southern Hemisphere,,15/07/1973,0.07476
Southern Hemisphere,,15/08/1973,0.07841
Southern Hemisphere,,15/09/1973,0.063
Southern Hemisphere,,15/10/1973,0.0306
Southern Hemisphere,,15/11/1973,-0.02428
Southern Hemisphere,,15/12/1973,-0.07084
Southern Hemisphere,,15/01/1974,-0.20185
Southern Hemisphere,,15/02/1974,-0.27915
Southern Hemisphere,,15/03/1974,-0.23149
Southern Hemisphere,,15/04/1974,-0.12356
Southern Hemisphere,,15/05/1974,-0.03912
Southern Hemisphere,,15/06/1974,-0.04304
Southern Hemisphere,,15/07/1974,-0.08429
Southern Hemisphere,,15/08/1974,0.03974
Southern Hemisphere,,15/09/1974,0.03684
Southern Hemisphere,,15/10/1974,-0.06613
Southern Hemisphere,,15/11/1974,-0.06873
Southern Hemisphere,,15/12/1974,-0.1124
Southern Hemisphere,,15/01/1975,-0.19731
Southern Hemisphere,,15/02/1975,-0.10283
Southern Hemisphere,,15/03/1975,-0.08164
Southern Hemisphere,,15/04/1975,-0.0594
Southern Hemisphere,,15/05/1975,-0.03318
Southern Hemisphere,,15/06/1975,-0.02273
Southern Hemisphere,,15/07/1975,-0.03773
Southern Hemisphere,,15/08/1975,-0.07023
Southern Hemisphere,,15/09/1975,-0.10434
Southern Hemisphere,,15/10/1975,-0.1162
Southern Hemisphere,,15/11/1975,-0.2247
Southern Hemisphere,,15/12/1975,-0.27769
Southern Hemisphere,,15/01/1976,-0.29225
Southern Hemisphere,,15/02/1976,-0.19274
Southern Hemisphere,,15/03/1976,-0.17586
Southern Hemisphere,,15/04/1976,-0.15617
Southern Hemisphere,,15/05/1976,-0.21633
Southern Hemisphere,,15/06/1976,-0.15295
Southern Hemisphere,,15/07/1976,0.01215
Southern Hemisphere,,15/08/1976,-0.06981
Southern Hemisphere,,15/09/1976,-0.03457
Southern Hemisphere,,15/10/1976,-0.01046
Southern Hemisphere,,15/11/1976,0.15607
Southern Hemisphere,,15/12/1976,0.21722
Southern Hemisphere,,15/01/1977,0.31909
Southern Hemisphere,,15/02/1977,0.22945
Southern Hemisphere,,15/03/1977,0.16177
Southern Hemisphere,,15/04/1977,0.15807
Southern Hemisphere,,15/05/1977,0.17536
Southern Hemisphere,,15/06/1977,0.14558
Southern Hemisphere,,15/07/1977,0.09431
Southern Hemisphere,,15/08/1977,0.01418
Southern Hemisphere,,15/09/1977,0.06121
Southern Hemisphere,,15/10/1977,0.128
Southern Hemisphere,,15/11/1977,0.08732
Southern Hemisphere,,15/12/1977,-0.05734
Southern Hemisphere,,15/01/1978,0.0601
Southern Hemisphere,,15/02/1978,0.01414
Southern Hemisphere,,15/03/1978,0.08445
Southern Hemisphere,,15/04/1978,-0.04651
Southern Hemisphere,,15/05/1978,0.11007
Southern Hemisphere,,15/06/1978,0.03998
Southern Hemisphere,,15/07/1978,0.03448
Southern Hemisphere,,15/08/1978,-0.02191
Southern Hemisphere,,15/09/1978,0.0815
Southern Hemisphere,,15/10/1978,-0.09768
Southern Hemisphere,,15/11/1978,0.07817
Southern Hemisphere,,15/12/1978,0.06279
Southern Hemisphere,,15/01/1979,0.12246
Southern Hemisphere,,15/02/1979,0.10358
Southern Hemisphere,,15/03/1979,0.14701
Southern Hemisphere,,15/04/1979,0.20886
Southern Hemisphere,,15/05/1979,0.10781
Southern Hemisphere,,15/06/1979,0.14209
Southern Hemisphere,,15/07/1979,0.18591
Southern Hemisphere,,15/08/1979,0.17542
Southern Hemisphere,,15/09/1979,0.16101
Southern Hemisphere,,15/10/1979,0.18622
Southern Hemisphere,,15/11/1979,0.27153
Southern Hemisphere,,15/12/1979,0.26475
Southern Hemisphere,,15/01/1980,0.24879
Southern Hemisphere,,15/02/1980,0.28601
Southern Hemisphere,,15/03/1980,0.34714
Southern Hemisphere,,15/04/1980,0.23588
Southern Hemisphere,,15/05/1980,0.12894
Southern Hemisphere,,15/06/1980,0.13978
Southern Hemisphere,,15/07/1980,0.12685
Southern Hemisphere,,15/08/1980,0.05435
Southern Hemisphere,,15/09/1980,0.06123
Southern Hemisphere,,15/10/1980,0.05281
Southern Hemisphere,,15/11/1980,0.13735
Southern Hemisphere,,15/12/1980,0.13561
Southern Hemisphere,,15/01/1981,0.1125
Southern Hemisphere,,15/02/1981,0.03311
Southern Hemisphere,,15/03/1981,0.09609
Southern Hemisphere,,15/04/1981,0.0622
Southern Hemisphere,,15/05/1981,0.10454
Southern Hemisphere,,15/06/1981,0.17952
Southern Hemisphere,,15/07/1981,0.19855
Southern Hemisphere,,15/08/1981,0.1444
Southern Hemisphere,,15/09/1981,0.13451
Southern Hemisphere,,15/10/1981,0.04056
Southern Hemisphere,,15/11/1981,0.05812
Southern Hemisphere,,15/12/1981,0.17516
Southern Hemisphere,,15/01/1982,0.12563
Southern Hemisphere,,15/02/1982,0.01068
Southern Hemisphere,,15/03/1982,-0.03083
Southern Hemisphere,,15/04/1982,0.04288
Southern Hemisphere,,15/05/1982,0.10211
Southern Hemisphere,,15/06/1982,0.04274
Southern Hemisphere,,15/07/1982,0.06593
Southern Hemisphere,,15/08/1982,0.09878
Southern Hemisphere,,15/09/1982,0.18183
Southern Hemisphere,,15/10/1982,0.18848
Southern Hemisphere,,15/11/1982,0.17381
Southern Hemisphere,,15/12/1982,0.23142
Southern Hemisphere,,15/01/1983,0.34956
Southern Hemisphere,,15/02/1983,0.37901
Southern Hemisphere,,15/03/1983,0.28393
Southern Hemisphere,,15/04/1983,0.31551
Southern Hemisphere,,15/05/1983,0.25853
Southern Hemisphere,,15/06/1983,0.28668
Southern Hemisphere,,15/07/1983,0.21912
Southern Hemisphere,,15/08/1983,0.25019
Southern Hemisphere,,15/09/1983,0.18335
Southern Hemisphere,,15/10/1983,0.18096
Southern Hemisphere,,15/11/1983,0.17243
Southern Hemisphere,,15/12/1983,0.15685
Southern Hemisphere,,15/01/1984,0.18757
Southern Hemisphere,,15/02/1984,0.18916
Southern Hemisphere,,15/03/1984,0.11526
Southern Hemisphere,,15/04/1984,0.1289
Southern Hemisphere,,15/05/1984,0.06769
Southern Hemisphere,,15/06/1984,0.1066
Southern Hemisphere,,15/07/1984,-0.01113
Southern Hemisphere,,15/08/1984,0.1464
Southern Hemisphere,,15/09/1984,0.24548
Southern Hemisphere,,15/10/1984,0.07783
Southern Hemisphere,,15/11/1984,0.13886
Southern Hemisphere,,15/12/1984,0.12712
Southern Hemisphere,,15/01/1985,0.17391
Southern Hemisphere,,15/02/1985,0.21518
