"Price" "Bedrooms" "PublicRooms" "Rooms" "Bathrooms" "FloorArea" "EPC" "Tax" "DayAdded" "DateAdded" "Latitude" "Longitude" "UniCommuteTime" "HouseType" "Furnished"
1031 3 1 4 1 63 "C" "B" 0 "2024-08-22" 57.29175 -1.92959 223.3865 "Flat" "Part furnished"
1272 2 2 4 2 98 "C" "D" 0 "2024-08-30" 57.19616 -1.82674 209.5539 "Detached" "Part furnished"
1193 2 2 4 1 99 "C" "D" 0 "2024-06-13" 57.03242 -1.94848 207.1711 "Detached" "Fully furnished"
925 2 1 3 1 45 "D" "D" 0 "2024-08-14" 57.16855 -1.89173 156.618 "Semi-Detached" "Unfurnished"
858 4 1 5 1 NA "D" "C" 0 "2024-08-13" 57.23678 -1.92311 182.5328 "Semi-Detached" "Part furnished"
717 1 2 3 1 NA "B" "C" 0 "2024-09-20" 57.07902 -2.22625 122.114 "Flat" "Fully furnished"
815 2 1 3 1 NA "D" NA 0 "2024-07-07" 57.04862 -1.79175 265.7463 "Flat" "Fully furnished"
492 1 1 2 1 54 "C" "A" 0 "2024-06-22" 57.22658 -1.99627 132.4771 "Flat" "Unfurnished"
1143 4 1 5 2 103 "C" "D" 0 "2024-07-15" 57.48084 -2.0092 433.2677 "Flat" "Unfurnished"
886 3 1 4 1 96 "C" "C" 0 "2024-08-06" 57.15448 -2.42317 241.7842 "Flat" "Unfurnished"
580 1 1 2 1 60 "D" "C" 0 "2024-08-10" 57.2317 -1.85966 217.3688 "Detached" "Fully furnished"
933 2 1 3 1 70 "D" "C" 0 "2024-07-15" 57.30911 -2.07398 218.6496 "Flat" "Fully furnished"
355 1 0 1 2 35 "E" "D" 0 "2024-07-02" 57.04265 -2.0545 139.3691 "Flat" "Fully furnished"
310 2 1 3 2 69 "E" "A" 0 "2024-07-02" 57.17632 -2.38631 218.2261 "Flat" "Part furnished"
681 2 1 3 1 93 "D" "C" 0 "2024-06-22" 57.14951 -2.31974 181.8224 "Flat" "Unfurnished"
776 2 1 3 1 61 "D" "B" 0 "2024-07-06" 57.27357 -2.22616 170.5946 "Flat" "Fully furnished"
803 1 1 2 2 51 "E" "B" 0 "2024-08-25" 57.06546 -2.25541 168.02 "Detached" "Part furnished"
815 4 1 5 1 81 "D" "D" 0 "2024-09-07" 57.01174 -2.10122 190.063 "Flat" "Unfurnished"
635 3 1 4 1 93 "D" "C" 0 "2024-08-02" 57.32723 -2.18353 248.6521 "Flat" "Fully furnished"
1158 2 1 3 1 NA "B" "D" 0 "2024-07-17" 57.05788 -2.2628 173.1292 "Flat" "Unfurnished"
1070 3 1 4 2 93 "C" "B" 0 "2024-06-10" 57.31095 -1.98351 246.3109 "Flat" "Fully furnished"
632 1 1 2 1 NA "D" "B" 0 "2024-10-01" 57.03775 -1.95966 161.1687 "Flat" "Fully furnished"
638 1 1 2 1 NA "D" "E" 0 "2024-08-18" 57.11187 -2.42553 251.4319 "Semi-Detached" "Fully furnished"
300 1 1 2 1 36 "C" "C" 0 "2024-06-18" 57.21839 -2.16532 114.0059 "Flat" "Fully furnished"
496 1 1 2 1 NA "E" "A" 0 "2024-07-25" 57.18308 -2.2961 152.271 "Flat" "Part furnished"
857 2 1 3 1 NA "C" "B" 0 "2024-07-14" 57.17787 -1.86343 183.5572 "Flat" "Unfurnished"
851 3 1 4 1 99 "D" "D" 0 "2024-07-27" 57.26058 -1.91977 200.8542 "Semi-Detached" "Fully furnished"
888 2 1 3 2 NA "D" "E" 0 "2024-06-06" 56.96467 -1.84222 297.637 "Flat" "Unfurnished"
751 1 2 3 1 52 "D" "D" 0 "2024-07-31" 57.17878 -2.5014 294.4412 "Terraced" "Fully furnished"
1250 2 1 3 2 NA "B" "D" 0 "2024-06-21" 57.16341 -1.71087 294.1423 "Flat" "Fully furnished"
1113 3 1 4 1 107 "C" "D" 0 "2024-09-25" 57.19876 -1.81764 221.5553 "Terraced" "Part furnished"
922 1 2 3 1 65 "B" NA 0 "2024-06-19" 57.30868 -2.16811 215.1773 "Detached" "Part furnished"
901 2 1 3 1 61 "D" "C" 0 "2024-08-04" 56.9362 -1.91484 313.9823 "Detached" "Part furnished"
743 2 2 4 2 74 "C" "A" 0 "2024-06-27" 57.19218 -2.36919 198.5937 "Semi-Detached" "Part furnished"
583 2 1 3 1 40 "D" "C" 0 "2024-08-13" 57.15739 -2.30282 129.1626 "Flat" "Fully furnished"
705 1 2 3 2 68 "C" "B" 0 "2024-08-26" 57.30588 -2.13895 237.9791 "Detached" "Fully furnished"
692 1 2 3 2 67 "C" "A" 0 "2024-07-04" 57.26112 -2.11499 178.2218 "Flat" "Fully furnished"
650 3 1 4 3 NA "D" "B" 0 "2024-07-21" 57.25127 -1.72395 327.266 "Semi-Detached" "Fully furnished"
964 3 1 4 1 NA "C" "E" 0 "2024-06-11" 57.2975 -1.86619 266.9059 "Flat" "Fully furnished"
933 2 1 3 1 104 "D" "E" 0 "2024-09-23" 57.33668 -1.97213 236.7933 "Detached" "Part furnished"
1076 2 2 4 2 84 "B" "C" 0 "2024-06-08" 57.31881 -2.35389 293.649 "Terraced" "Fully furnished"
1285 4 1 5 2 134 "C" "E" 0 "2024-07-05" 56.98236 -1.77284 334.8787 "Detached" "Fully furnished"
1089 3 1 4 2 68 "D" "C" 0 "2024-09-25" 57.11141 -1.82998 192.3316 "Detached" "Part furnished"
709 1 1 2 1 NA "C" "B" 0 "2024-06-30" 57.05163 -2.07563 156.0911 "Detached" "Unfurnished"
693 2 1 3 2 NA "D" "C" 0 "2024-09-27" 57.02649 -2.05288 165.3208 "Semi-Detached" "Part furnished"
811 1 2 3 1 45 "D" "A" 0 "2024-09-20" 57.04003 -1.9733 183.729 "Flat" "Part furnished"
828 3 1 4 1 NA "D" "C" 0 "2024-08-31" 57.28524 -2.30187 221.0576 "Detached" "Fully furnished"
774 1 1 2 2 45 "B" "B" 0 "2024-08-02" 56.96418 -2.05814 242.0521 "Flat" "Fully furnished"
867 1 1 2 2 63 "C" "C" 0 "2024-07-20" 56.98322 -2.46962 343.0908 "Detached" "Unfurnished"
872 2 1 3 2 66 "D" "B" 0 "2024-08-17" 57.20068 -1.90685 142.6141 "Detached" "Part furnished"
667 1 2 3 1 NA "D" "E" 0 "2024-09-07" 57.33107 -2.01414 240.2838 "Terraced" "Part furnished"
891 2 1 3 1 NA "C" "D" 0 "2024-09-10" 57.3079 -2.03606 223.3135 "Flat" "Fully furnished"
1056 4 1 5 1 100 "D" "E" 0 "2024-08-15" 57.26601 -2.41151 286.0852 "Terraced" "Fully furnished"
300 1 1 2 1 30 "D" "A" 0 "2024-08-14" 57.24945 -2.0229 141.1981 "Flat" "Fully furnished"
694 2 2 4 1 NA "D" "A" 0 "2024-09-18" 57.26692 -2.22356 192.7576 "Detached" "Fully furnished"
1230 4 1 5 2 121 "C" "C" 0 "2024-10-04" 57.63547 -2.37831 688.825 "Flat" "Unfurnished"
590 1 1 2 2 61 "D" "D" 0 "2024-09-08" 57.11043 -2.35784 199.956 "Flat" "Unfurnished"
925 2 1 3 1 76 "C" "C" 0 "2024-08-17" 57.10414 -1.85885 175.6467 "Flat" "Fully furnished"
469 1 1 2 2 54 "D" "A" 0 "2024-09-14" 57.216 -2.33362 182.1077 "Flat" "Fully furnished"
1372 5 1 6 2 122 "D" "E" 0 "2024-08-17" 56.98486 -2.29929 285.8998 "Detached" "Unfurnished"
1008 1 1 2 2 85 "B" "B" 0 "2024-06-22" 57.12045 -2.33857 183.1228 "Flat" "Fully furnished"
338 1 1 2 2 40 "E" "B" 0 "2024-08-09" 57.20327 -2.33048 175.9641 "Semi-Detached" "Fully furnished"
470 1 1 2 1 39 "C" "C" 0 "2024-08-22" 57.13588 -1.84241 186.8819 "Flat" "Unfurnished"
1548 4 1 5 2 NA "E" "E" 0 "2024-08-19" 57.19731 -1.84746 223.7326 "Detached" "Fully furnished"
859 3 1 4 1 90 "E" "E" 0 "2024-08-30" 57.34857 -2.02106 266.1265 "Flat" "Fully furnished"
622 2 1 3 2 75 "D" "A" 0 "2024-07-25" 57.07598 -2.27227 162.9883 "Flat" "Fully furnished"
832 1 1 2 2 42 "B" NA 0 "2024-08-14" 57.06183 -2.37954 231.8257 "Flat" "Fully furnished"
717 2 1 3 1 63 "D" "C" 0 "2024-08-01" 57.24836 -2.0011 168.7896 "Flat" "Part furnished"
1132 3 1 4 1 68 "E" "F" 0 "2024-08-25" 57.40562 -1.93522 348.9174 "Detached" "Part furnished"
1637 4 1 5 2 126 "C" "F" 0 "2024-06-26" 56.97885 -2.01667 229.4913 "Detached" "Unfurnished"
748 1 1 2 2 60 "C" "B" 0 "2024-07-01" 57.37754 -2.70668 541.7083 "Flat" "Unfurnished"
809 3 1 4 1 68 "E" "C" 0 "2024-09-04" 57.27361 -2.15716 152.1416 "Flat" "Fully furnished"
633 2 1 3 1 73 "E" "C" 0 "2024-06-29" 56.98289 -2.25744 225.2635 "Flat" "Part furnished"
916 3 1 4 3 NA "E" "E" 0 "2024-07-25" 57.06253 -2.36937 243.5899 "Detached" "Fully furnished"
477 1 1 2 1 42 "C" "A" 0 "2024-10-04" 57.23713 -1.9356 158.2915 "Flat" "Unfurnished"
500 5 2 7 3 260 "C" "F" 0 "2024-09-20" 57.31 -2.35 320 "Detached" "Unfurnished"
892 2 1 3 2 64 "C" "D" 0 "2024-06-26" 57.10229 -1.84874 200.0566 "Detached" "Part furnished"
691 1 2 3 2 NA "D" "C" 0 "2024-10-01" 57.17308 -2.51115 301.6567 "Flat" "Part furnished"
586 3 1 4 1 61 "C" "A" 0 "2024-09-11" 57.16167 -1.84816 174.8472 "Detached" "Fully furnished"
744 4 1 5 1 127 "D" "D" 0 "2024-06-25" 57.10167 -1.82029 229.7576 "Detached" "Fully furnished"
771 2 1 3 1 NA "C" "B" 0 "2024-09-24" 57.10262 -1.86543 180.4489 "Flat" "Part furnished"
300 1 0 1 1 47 "D" "B" 0 "2024-09-06" 57.36576 -1.55336 486.9863 "Detached" "Fully furnished"
612 3 1 4 2 74 "C" "B" 0 "2024-09-07" 57.29008 -2.19927 201.4346 "Flat" "Unfurnished"
547 1 1 2 1 NA "E" "A" 0 "2024-08-10" 57.3253 -1.8926 272.08 "Flat" "Fully furnished"
1050 4 1 5 1 123 "E" "E" 0 "2024-06-25" 57.09937 -1.76634 248.919 "Detached" "Fully furnished"
588 3 1 4 2 71 "D" "D" 0 "2024-10-02" 57.50054 -1.85162 501.0961 "Flat" "Unfurnished"
1048 2 1 3 2 NA "D" "A" 0 "2024-08-23" 57.25615 -2.2725 187.9852 "Flat" "Unfurnished"
337 2 1 3 1 42 "D" "C" 0 "2024-08-03" 57.14744 -1.9028 142.6371 "Flat" "Fully furnished"
2322 5 1 6 2 NA "D" "G" 0 "2024-07-20" 57.41835 -1.80826 414.17 "Detached" "Fully furnished"
300 1 1 2 1 40 "D" "B" 0 "2024-06-27" 57.23644 -2.33562 204.175 "Terraced" "Unfurnished"
907 2 1 3 3 57 "B" "B" 0 "2024-09-25" 57.23961 -2.29168 176.1492 "Flat" "Fully furnished"
455 1 1 2 1 58 "C" "B" 0 "2024-08-19" 57.15222 -2.31251 152.54 "Flat" "Fully furnished"
797 2 1 3 2 NA "D" "C" 0 "2024-08-01" 57.29207 -2.1963 196.9683 "Flat" "Fully furnished"
566 3 1 4 1 51 "C" "A" 0 "2024-06-08" 57.33363 -1.61707 432.8437 "Flat" "Fully furnished"
1224 3 1 4 2 NA "B" "B" 0 "2024-09-22" 57.18458 -1.79846 226.1353 "Flat" "Fully furnished"
513 1 0 1 1 NA "C" "B" 0 "2024-06-15" 57.13858 -2.33796 194.1359 "Flat" "Unfurnished"
959 4 1 5 1 128 "C" "C" 0 "2024-10-01" 57.22017 -1.79805 257.3694 "Terraced" "Fully furnished"
1084 2 2 4 1 NA "D" NA 0 "2024-06-30" 56.95941 -1.83927 338.7365 "Terraced" "Fully furnished"
647 1 2 3 1 NA "D" "E" 0 "2024-08-11" 57.11364 -1.51327 439.6483 "Detached" "Fully furnished"
562 1 1 2 2 NA "D" "C" 0 "2024-08-23" 57.28925 -2.07342 202.1762 "Flat" "Part furnished"
665 3 1 4 1 NA "C" "C" 0 "2024-07-31" 57.13483 -2.50405 311.309 "Terraced" "Fully furnished"
959 2 1 3 2 95 "D" "D" 0 "2024-07-02" 57.14981 -2.34962 179.6437 "Detached" "Unfurnished"
421 1 1 2 2 54 "D" "A" 0 "2024-07-17" 57.27235 -1.60284 416.4324 "Flat" "Part furnished"
828 2 1 3 1 80 "D" "C" 0 "2024-07-14" 57.12726 -2.43418 258.7734 "Flat" "Fully furnished"
440 3 1 4 1 78 "D" "C" 0 "2024-07-01" 57.02175 -1.84499 243.1836 "Semi-Detached" "Unfurnished"
440 1 1 2 1 42 "C" "C" 0 "2024-07-06" 57.2385 -2.39207 256.5125 "Terraced" "Fully furnished"
1274 2 2 4 2 87 "D" "E" 0 "2024-10-01" 57.00516 -2.22792 192.8563 "Flat" "Fully furnished"
744 1 1 2 1 NA "C" "D" 0 "2024-07-17" 57.03659 -2.36843 222.3743 "Flat" "Unfurnished"
515 1 1 2 1 83 "D" "C" 0 "2024-08-11" 57.16803 -2.36478 202.041 "Terraced" "Unfurnished"
1241 4 1 5 1 NA "B" "E" 0 "2024-07-10" 57.35263 -1.79288 344.5481 "Detached" "Fully furnished"
588 1 1 2 1 58 "C" "C" 0 "2024-09-14" 57.26182 -1.95433 174.4058 "Semi-Detached" "Fully furnished"
558 2 1 3 2 35 "D" "A" 0 "2024-08-13" 57.1082 -2.22534 122.1096 "Flat" "Part furnished"
759 1 2 3 2 47 "C" "B" 0 "2024-07-22" 57.02825 -2.2063 184.8206 "Flat" "Unfurnished"
1801 4 1 5 2 166 "D" NA 0 "2024-08-25" 56.85988 -2.00066 397.3541 "Detached" "Unfurnished"
945 2 2 4 2 107 "D" "F" 0 "2024-08-26" 57.34094 -2.06004 238.4818 "Detached" "Fully furnished"
1131 3 1 4 2 67 "B" "C" 0 "2024-08-12" 57.27795 -2.68494 473.5116 "Flat" "Fully furnished"
785 2 1 3 1 83 "C" "D" 0 "2024-06-14" 57.35008 -2.44559 365.4047 "Detached" "Fully furnished"
788 2 1 3 1 86 "D" "C" 0 "2024-06-22" 57.03115 -2.24064 189.7964 "Detached" "Part furnished"
808 2 1 3 1 66 "D" "D" 0 "2024-08-04" 57.06157 -1.9277 171.6257 "Flat" "Part furnished"
629 1 0 1 1 32 "C" "B" 0 "2024-06-17" 57.09611 -2.22794 125.4653 "Flat" "Fully furnished"
1049 3 1 4 1 86 "D" "B" 0 "2024-06-22" 57.18124 -2.59589 377.051 "Flat" "Fully furnished"
596 3 1 4 1 NA "C" "C" 0 "2024-08-17" 57.28338 -2.01251 190.072 "Detached" "Part furnished"
808 2 1 3 1 94 "D" "C" 0 "2024-09-19" 57.11531 -2.35414 200.7285 "Terraced" "Unfurnished"
562 2 1 3 2 58 "D" "A" 0 "2024-07-01" 57.32503 -2.24739 255.9828 "Flat" "Fully furnished"
1053 4 1 5 1 NA "C" "C" 0 "2024-10-04" 57.02148 -2.253 194.0287 "Detached" "Part furnished"
654 2 1 3 1 NA "D" "C" 0 "2024-07-24" 57.14602 -1.86237 174.8687 "Detached" "Fully furnished"
400 1 0 1 1 NA "E" "C" 0 "2024-06-30" 57.19873 -1.98113 106.2801 "Flat" "Part furnished"
1246 4 1 5 1 131 "C" "E" 0 "2024-09-09" 56.91159 -1.83815 395.9499 "Detached" "Fully furnished"
1145 4 1 5 1 106 "D" "E" 0 "2024-08-06" 56.88953 -2.48621 456.0936 "Flat" "Part furnished"
1056 3 1 4 2 111 "D" "F" 0 "2024-07-24" 56.90519 -2.22562 347.0299 "Flat" "Fully furnished"
475 1 1 2 1 NA "C" "C" 0 "2024-06-12" 57.12948 -1.92876 120.2813 "Flat" "Fully furnished"
914 3 1 4 1 89 "B" "B" 0 "2024-09-17" 57.30164 -2.40921 309.4373 "Flat" "Fully furnished"
926 2 1 3 1 NA "D" "E" 0 "2024-07-06" 57.2686 -2.17249 176.6553 "Flat" "Fully furnished"
762 1 2 3 2 NA "D" NA 0 "2024-08-23" 57.02485 -1.93205 204.4799 "Flat" "Unfurnished"
859 2 1 3 1 73 "B" "A" 0 "2024-07-28" 57.36737 -1.97005 315.47 "Semi-Detached" "Fully furnished"
1009 2 1 3 1 44 "D" "D" 0 "2024-09-14" 57.26638 -1.92667 194.7127 "Flat" "Unfurnished"
665 1 3 4 1 80 "B" NA 0 "2024-09-18" 57.15957 -1.85047 182.5161 "Flat" "Fully furnished"
1086 1 2 3 1 61 "C" "F" 0 "2024-07-09" 57.27946 -1.97441 213.2758 "Flat" "Part furnished"
782 2 2 4 1 86 "E" "C" 0 "2024-06-07" 57.19664 -2.34599 187.2684 "Flat" "Fully furnished"
813 3 1 4 2 106 "D" "D" 0 "2024-09-22" 56.92106 -2.17607 294.9372 "Detached" "Unfurnished"
777 2 1 3 1 32 "D" "B" 0 "2024-10-02" 57.05793 -2.19864 145.3929 "Flat" "Fully furnished"
1322 3 1 4 1 NA "B" "D" 0 "2024-08-20" 57.0012 -2.29469 239.8475 "Detached" "Fully furnished"
748 2 1 3 1 50 "C" "B" 0 "2024-08-04" 57.27017 -2.08826 156.2241 "Detached" "Fully furnished"
1284 3 1 4 2 132 "C" "D" 0 "2024-08-27" 57.33342 -2.23847 255.7292 "Flat" "Part furnished"
580 1 1 2 2 NA "C" "C" 0 "2024-08-26" 57.20296 -1.74709 281.0166 "Flat" "Part furnished"
584 2 1 3 2 61 "B" "B" 0 "2024-09-15" 56.8302 -2.11246 416.6836 "Semi-Detached" "Part furnished"
625 2 1 3 1 67 "B" "C" 0 "2024-06-28" 57.07702 -1.85338 191.4681 "Flat" "Fully furnished"
1173 5 1 6 1 147 "D" "D" 0 "2024-09-29" 56.90231 -2.00685 331.6775 "Detached" "Part furnished"
1258 3 1 4 2 123 "C" NA 0 "2024-06-12" 56.95874 -1.99485 259.8505 "Detached" "Fully furnished"
899 2 1 3 1 NA "C" "B" 0 "2024-07-31" 57.0622 -1.98471 159.1259 "Flat" "Unfurnished"
741 1 2 3 1 NA "D" "B" 0 "2024-09-11" 57.22477 -1.9583 133.702 "Semi-Detached" "Unfurnished"
801 2 1 3 3 NA "D" "E" 0 "2024-08-29" 57.26534 -2.33199 237.6446 "Flat" "Fully furnished"
953 1 1 2 1 31 "B" "B" 0 "2024-09-05" 56.99825 -2.2151 210.9919 "Flat" "Part furnished"
704 1 1 2 1 NA "D" "C" 0 "2024-10-03" 56.99261 -2.19247 236.4305 "Flat" "Fully furnished"
730 3 1 4 1 58 "C" "B" 0 "2024-06-13" 57.29615 -2.50215 356.1216 "Flat" "Unfurnished"
2195 7 1 8 3 NA "B" "G" 0 "2024-07-28" 57.08976 -1.70745 305.7788 "Detached" "Fully furnished"
571 1 2 3 2 44 "D" "B" 0 "2024-06-17" 57.20459 -1.97521 118.4472 "Terraced" "Part furnished"
516 2 2 4 1 56 "D" "B" 0 "2024-09-10" 56.93753 -2.10147 294.4763 "Flat" "Unfurnished"
880 3 1 4 2 88 "C" "B" 0 "2024-09-05" 57.27454 -2.20781 171.1409 "Detached" "Fully furnished"
694 2 1 3 1 39 "D" "A" 0 "2024-08-16" 57.17797 -1.93779 130.3112 "Flat" "Fully furnished"
849 3 1 4 1 NA "B" "B" 0 "2024-07-20" 57.03148 -1.88558 214.0178 "Flat" "Fully furnished"
647 3 1 4 1 80 "D" "B" 0 "2024-08-23" 57.19827 -2.29092 164.3391 "Flat" "Unfurnished"
890 3 1 4 1 66 "D" "C" 0 "2024-08-04" 56.83801 -2.14771 403.3012 "Detached" "Unfurnished"
1014 2 1 3 2 NA "C" "E" 0 "2024-10-04" 57.25556 -1.97529 161.7711 "Flat" "Part furnished"
837 2 1 3 1 NA "C" "B" 0 "2024-07-27" 57.1435 -1.83741 199.7302 "Flat" "Unfurnished"
558 1 2 3 2 66 "D" "B" 0 "2024-07-08" 57.04401 -1.93812 209.5637 "Flat" "Fully furnished"
809 2 2 4 1 83 "C" "C" 0 "2024-06-27" 57.0293 -1.83428 258.5002 "Detached" "Unfurnished"
881 2 1 3 1 NA "B" "C" 0 "2024-07-22" 57.02435 -2.30332 231.3265 "Flat" "Fully furnished"
1185 2 2 4 2 NA "C" "D" 0 "2024-10-03" 57.2727 -1.9292 210.3783 "Detached" "Unfurnished"
440 1 1 2 2 39 "C" "B" 0 "2024-06-12" 57.24883 -2.08489 155.0944 "Flat" "Part furnished"
1013 2 1 3 1 68 "D" "E" 0 "2024-09-30" 57.03156 -2.11092 170.9249 "Flat" "Fully furnished"
839 1 2 3 1 58 "B" "A" 0 "2024-08-01" 57.08402 -2.35553 207.8734 "Flat" "Fully furnished"
1269 2 2 4 1 107 "B" "C" 0 "2024-07-30" 57.0131 -2.38514 278.5978 "Detached" "Fully furnished"
1227 4 1 5 1 120 "G" "F" 0 "2024-09-12" 57.1784 -2.39617 213.9011 "Flat" "Unfurnished"
704 1 0 1 1 36 "D" "D" 0 "2024-07-01" 57.09377 -1.92095 142.9411 "Flat" "Unfurnished"
657 1 1 2 1 60 "C" "D" 0 "2024-06-12" 57.13405 -1.92994 137.8788 "Terraced" "Fully furnished"
1194 1 1 2 1 59 "B" "A" 0 "2024-07-07" 57.03277 -2.16266 153.769 "Flat" "Unfurnished"
1004 3 2 5 1 77 "E" "B" 0 "2024-07-18" 57.31495 -1.70363 361.1463 "Flat" "Fully furnished"
792 3 2 5 2 79 "E" "D" 0 "2024-06-16" 56.92012 -2.026 316.4754 "Flat" "Fully furnished"
914 2 1 3 2 74 "C" "D" 0 "2024-08-17" 57.28027 -2.03284 181.2793 "Detached" "Unfurnished"
897 3 1 4 1 64 "C" "D" 0 "2024-06-26" 57.35428 -2.03617 241.0662 "Flat" "Fully furnished"
891 2 1 3 1 87 "E" "E" 0 "2024-07-22" 57.02289 -1.85242 268.1299 "Detached" "Unfurnished"
1138 3 2 5 1 NA "E" "D" 0 "2024-06-08" 57.32982 -2.03939 239.8378 "Flat" "Unfurnished"
565 1 1 2 1 44 "C" "C" 0 "2024-08-06" 57.21482 -1.9583 141.2152 "Terraced" "Unfurnished"
543 1 2 3 1 49 "D" "A" 0 "2024-09-18" 57.35475 -1.98931 289.3193 "Flat" "Part furnished"
496 1 0 1 2 30 "E" "A" 0 "2024-10-01" 57.08445 -1.63427 341.4259 "Flat" "Unfurnished"
876 2 1 3 1 57 "D" "D" 0 "2024-06-07" 56.94651 -1.94263 293.8304 "Detached" "Unfurnished"
1339 5 1 6 2 NA "D" "E" 0 "2024-09-28" 57.07206 -1.71653 299.3961 "Detached" "Unfurnished"
1379 4 1 5 2 95 "E" "F" 0 "2024-09-28" 57.26053 -2.28403 210.4739 "Flat" "Fully furnished"
626 2 1 3 1 NA "D" "D" 0 "2024-07-01" 57.2133 -2.37977 229.4608 "Semi-Detached" "Unfurnished"
669 1 1 2 1 NA "E" "A" 0 "2024-06-11" 57.04227 -2.16385 168.8052 "Terraced" "Fully furnished"
966 3 1 4 1 88 "B" "E" 0 "2024-08-07" 57.04261 -2.26206 200.7629 "Semi-Detached" "Part furnished"
629 3 1 4 1 88 "D" "B" 0 "2024-09-05" 57.07906 -2.41674 247.945 "Detached" "Fully furnished"
1510 4 1 5 1 125 "B" "D" 0 "2024-08-13" 57.00876 -1.93067 231.6199 "Flat" "Unfurnished"
856 3 1 4 1 113 "C" "D" 0 "2024-06-10" 57.35633 -2.28323 310.2783 "Flat" "Fully furnished"
663 1 1 2 1 NA "D" "E" 0 "2024-08-26" 57.32395 -2.0812 258.0101 "Flat" "Part furnished"
692 2 1 3 2 NA "D" "B" 0 "2024-09-26" 57.04473 -2.11108 157.268 "Flat" "Fully furnished"
300 1 1 2 2 30 "E" "B" 0 "2024-07-01" 57.16856 -2.25384 113.2934 "Semi-Detached" "Unfurnished"
677 1 1 2 1 48 "D" "B" 0 "2024-09-06" 57.29444 -2.24855 223.8951 "Flat" "Fully furnished"
300 1 1 2 2 NA "D" "A" 0 "2024-06-08" 56.63855 -2.25766 691.1375 "Detached" "Unfurnished"
768 1 1 2 1 NA "D" "E" 0 "2024-06-14" 57.03227 -2.22617 188.172 "Flat" "Unfurnished"
1197 4 1 5 1 134 "B" "D" 0 "2024-06-09" 57.02651 -1.7335 302.3492 "Flat" "Unfurnished"
792 2 1 3 1 NA "B" "D" 0 "2024-06-19" 57.1781 -1.76472 250.5384 "Flat" "Fully furnished"
585 1 1 2 2 NA "D" "D" 0 "2024-09-27" 57.20356 -2.29697 160.1551 "Flat" "Fully furnished"
1197 4 1 5 3 107 "F" "C" 0 "2024-07-01" 56.88883 -1.71889 433.347 "Detached" "Fully furnished"
873 1 1 2 1 58 "C" "A" 0 "2024-08-10" 57.21431 -1.80846 237.0776 "Detached" "Unfurnished"
903 1 1 2 1 NA "D" "D" 0 "2024-06-11" 57.24459 -2.16719 138.4616 "Flat" "Fully furnished"
1004 3 1 4 2 82 "B" "D" 0 "2024-07-27" 56.85263 -1.71109 491.1276 "Detached" "Unfurnished"
1177 3 1 4 1 114 "D" "E" 0 "2024-10-01" 57.10791 -1.824 202.5605 "Detached" "Unfurnished"
671 3 1 4 1 95 "D" "C" 0 "2024-09-28" 57.02396 -2.15801 183.8695 "Flat" "Part furnished"
710 2 1 3 3 NA "D" "D" 0 "2024-09-04" 57.32549 -2.125 219.1256 "Semi-Detached" "Fully furnished"
458 1 1 2 1 33 "D" NA 0 "2024-08-11" 57.24447 -2.0567 105.761 "Flat" "Unfurnished"
1176 3 2 5 2 99 "B" "E" 0 "2024-07-10" 56.9777 -2.09537 216.1711 "Terraced" "Unfurnished"
1143 3 1 4 2 NA "C" "C" 0 "2024-09-25" 57.26452 -2.3324 221.7692 "Detached" "Fully furnished"
1223 3 2 5 1 130 "B" "D" 0 "2024-07-21" 56.99072 -2.30719 283.2359 "Flat" "Fully furnished"
701 2 1 3 4 58 "C" "B" 0 "2024-08-07" 57.08158 -2.24261 130.5199 "Flat" "Fully furnished"
487 2 1 3 1 38 "D" "A" 0 "2024-08-12" 56.99829 -2.19497 197.7495 "Flat" "Fully furnished"
643 1 1 2 1 NA "C" "A" 0 "2024-08-03" 57.00409 -1.81728 289.1658 "Flat" "Fully furnished"
663 1 1 2 1 42 "D" NA 0 "2024-06-17" 57.14823 -1.89319 137.2495 "Detached" "Unfurnished"
707 2 1 3 2 67 "C" "C" 0 "2024-08-08" 57.2205 -1.79622 252.741 "Terraced" "Part furnished"
1204 3 1 4 1 121 "B" "C" 0 "2024-08-22" 57.16551 -1.77084 247.2883 "Flat" "Unfurnished"
996 4 1 5 2 118 "E" "E" 0 "2024-08-09" 57.16341 -1.81202 217.1591 "Detached" "Fully furnished"
824 1 1 2 2 64 "C" "C" 0 "2024-09-17" 57.14671 -2.31366 161.6738 "Flat" "Unfurnished"
392 2 1 3 1 59 "E" "A" 0 "2024-09-20" 57.24258 -2.2683 165.4729 "Flat" "Fully furnished"
1186 4 1 5 1 129 "C" "C" 0 "2024-09-14" 57.26248 -2.37101 242.47 "Semi-Detached" "Fully furnished"
756 3 1 4 1 82 "C" "D" 0 "2024-09-09" 57.24322 -2.34126 215.4601 "Detached" "Fully furnished"
532 2 1 3 1 76 "D" "C" 0 "2024-09-21" 57.4396 -1.37103 663.7242 "Detached" "Unfurnished"
483 1 2 3 1 42 "E" "A" 0 "2024-09-06" 57.05043 -2.22441 158.6073 "Flat" "Fully furnished"
692 3 1 4 2 97 "C" "D" 0 "2024-10-04" 56.97522 -2.20277 249.3104 "Flat" "Fully furnished"
767 1 1 2 1 30 "C" "C" 0 "2024-09-27" 57.26565 -1.99923 168.6813 "Flat" "Part furnished"
