"lake_size" "phosphorous" "country" "weight_trawl" "num_species"
53.9 0.966 "Cambodia" 76.46 7
34.8 0.712 "Loas" 56.32 6
47.4 1.03 "Thailand" 71.14 6
41.5 1.316 "Thailand" 70.36 8
30.4 0.804 "Cambodia" 58.19 9
63.7 0.84 "Cambodia" 84.8 9
88.3 1.179 "Thailand" 90.41 14
33.9 0.618 "Thailand" 66.06 12
63.3 1.417 "Loas" 62.74 10
54 0.147 "Thailand" 78.88 8
59 0.574 "Loas" 65.16 10
12 0.29 "Cambodia" 59.33 8
10.4 0.572 "Thailand" 57.55 5
20.8 0.777 "Thailand" 65.85 5
12 1.16 "Thailand" 56.2 1
17.6 1.215 "Thailand" 55 3
49 0.683 "Loas" 47.89 9
26.1 0.142 "Cambodia" 63.16 6
76.8 1.414 "Cambodia" 76.54 13
30 1.382 "Thailand" 66.18 2
50.1 0.957 "Thailand" 66.85 12
63.2 1.387 "Cambodia" 74.93 6
23 0.977 "Loas" 48.33 6
78.6 0.277 "Thailand" 83.72 11
45.8 0.3 "Thailand" 74.85 8
29.1 1.054 "Thailand" 55.24 4
34.5 1.392 "Cambodia" 56.08 4
23.1 0.311 "Loas" 49.07 6
58 1.339 "Cambodia" 77.58 6
22.2 0.73 "Cambodia" 59.34 7
24.7 0.165 "Loas" 42.44 3
37.8 1.253 "Cambodia" 66.88 5
25.1 1.453 "Thailand" 63.83 1
43.3 1.23 "Thailand" 67.15 13
60.3 0.515 "Thailand" 82.51 11
66.2 0.377 "Cambodia" 86.22 10
77.5 0.382 "Cambodia" 87.49 10
40.7 0.589 "Thailand" 69.67 4
88.1 0.414 "Thailand" 90.72 12
11.5 0.33 "Thailand" 51.43 8
60.2 0.23 "Loas" 63 15
48 0.986 "Thailand" 60.48 5
39.1 1.199 "Cambodia" 67.05 5
82.4 0.183 "Loas" 81.7 20
16.2 0.218 "Thailand" 60.09 5
82.4 0.106 "Cambodia" 98.21 21
25.4 0.299 "Thailand" 61.76 8
27.6 1.401 "Loas" 34.83 4
81.3 0.327 "Thailand" 87.11 14
15 1.484 "Loas" 35.19 6
29.3 1.086 "Loas" 51.23 1
91.4 0.554 "Cambodia" 97.16 14
65.6 0.559 "Cambodia" 89.56 15
45.7 1.187 "Cambodia" 67.84 7
40.9 0.798 "Cambodia" 72.2 3
47.8 0.796 "Thailand" 69.81 9
75.8 0.473 "Thailand" 83.61 14
64.4 1.402 "Thailand" 80.02 10
48.2 1.049 "Loas" 51.78 9
14.4 1.094 "Loas" 44.25 5
29.5 0.495 "Loas" 50.02 9
29.1 0.913 "Loas" 46.11 6
28.9 1.436 "Thailand" 56.5 4
15.1 0.15 "Thailand" 52.03 7
50.8 0.814 "Cambodia" 60.54 7
30 1.305 "Loas" 48.98 10
72.2 0.488 "Cambodia" 82.89 12
54.9 0.608 "Loas" 57.57 7
87.7 1.383 "Thailand" 94.7 16
17.1 0.212 "Loas" 54.61 5
87.7 0.818 "Loas" 76.26 16
69.2 0.688 "Thailand" 83.52 14
85.6 0.321 "Cambodia" 96.15 16
60.3 0.729 "Thailand" 86.07 7
23.2 0.337 "Thailand" 61.77 7
25 1.297 "Thailand" 58.27 3
69.9 1.063 "Thailand" 82.23 9
58.3 0.27 "Thailand" 79.26 7
35.6 0.267 "Cambodia" 68.79 12
73.4 0.504 "Loas" 66.63 16
37.6 1.416 "Cambodia" 63.26 6
80.2 1.404 "Cambodia" 77.26 14
57.6 0.356 "Thailand" 76.67 7
44.1 1.378 "Loas" 50.36 6
86.5 0.193 "Loas" 81.73 16
47.9 1.329 "Cambodia" 69.73 9
18.1 0.182 "Loas" 38.78 1
48.2 1.432 "Thailand" 67.12 1
90.7 0.324 "Cambodia" 92.67 14
85.9 0.913 "Loas" 69.77 21
45.7 1.096 "Thailand" 74.52 3
81.3 0.492 "Loas" 75.37 20
34.6 0.137 "Cambodia" 69.14 10
75.4 1.095 "Thailand" 76.56 9
75.6 0.538 "Thailand" 80.07 14
41.7 1.297 "Thailand" 64.25 6
41.3 0.761 "Loas" 59.65 7
62.9 1.489 "Loas" 60.14 14
80.7 0.209 "Cambodia" 95.43 8
63.8 0.135 "Thailand" 84.01 9
52.3 0.905 "Thailand" 72.56 5
22.2 0.951 "Thailand" 54.73 4
60.2 0.106 "Cambodia" 86.59 4
13.4 1.141 "Loas" 41.29 4
50.9 0.165 "Cambodia" 74.81 8
70.6 0.77 "Loas" 68.75 14
71.8 1.414 "Cambodia" 78.57 14
15.2 0.183 "Thailand" 66.36 5
46.3 1.435 "Cambodia" 71.77 8
51.1 1.179 "Cambodia" 76.52 8
32.2 1.292 "Thailand" 57.22 4
59.1 0.405 "Loas" 55.57 12
70.3 1.492 "Loas" 75.53 11
68.5 1.071 "Thailand" 81.4 10
19.6 0.502 "Cambodia" 55.54 3
57.2 1.245 "Cambodia" 74.49 8
75.4 1.443 "Cambodia" 80.99 10
29 1.361 "Loas" 50.56 11
69.4 0.278 "Cambodia" 87.43 12
78.7 0.183 "Cambodia" 100.24 13
19.7 1.246 "Loas" 34.4 8
88.6 1.304 "Cambodia" 88.71 14
71.3 0.163 "Cambodia" 87.64 9
76.5 0.414 "Cambodia" 95.31 21
25.6 1.087 "Loas" 39.44 6
12.1 0.238 "Loas" 40.45 4
80.8 0.122 "Loas" 73.08 11
85.4 1.368 "Thailand" 80.71 18
21.3 0.169 "Thailand" 54.77 3
49.2 1.324 "Thailand" 64.74 13
48 0.269 "Loas" 49.2 15
67.4 0.666 "Loas" 67.89 8
15.4 0.422 "Thailand" 57.24 4
70.1 1.187 "Cambodia" 85.15 6
42.5 0.907 "Cambodia" 74.8 8
47.8 0.373 "Thailand" 63.09 8
69.5 0.695 "Cambodia" 80.57 13
48.5 0.716 "Thailand" 66.58 11
92 1.372 "Thailand" 92.64 19
79.4 0.748 "Loas" 77.36 17
77.9 1.404 "Cambodia" 86.63 10
72.5 0.645 "Cambodia" 83.88 10
19.2 1.227 "Thailand" 54.11 2
78.8 1.176 "Cambodia" 86.1 9
76.7 0.577 "Cambodia" 90.9 7
91.3 1.413 "Thailand" 95.95 16
14 0.805 "Thailand" 56.53 4
71.2 0.554 "Thailand" 89.54 14
44.4 0.72 "Cambodia" 70.29 7
57.7 0.782 "Cambodia" 83.86 9
78.1 1.278 "Loas" 65.22 16
11.1 1.429 "Thailand" 52.64 1
10.9 0.759 "Loas" 29.13 4
91.7 0.619 "Cambodia" 96.34 16
72.8 0.416 "Loas" 58.27 12
35.8 0.106 "Loas" 51.16 11
76.6 1.093 "Thailand" 85.41 8
91.3 1.075 "Loas" 79.94 17
26.5 0.121 "Thailand" 59.89 7
63 0.363 "Loas" 62.58 10
45.9 0.852 "Loas" 55.63 11
86.9 0.323 "Loas" 74.63 21
91 0.444 "Loas" 81.56 17
47.4 1.391 "Thailand" 72.25 8
28.9 0.608 "Thailand" 56.5 4
67 1.49 "Cambodia" 77.43 11
55.6 1.116 "Cambodia" 80.67 12
57.9 0.309 "Cambodia" 75.49 3
45.6 0.929 "Cambodia" 66.87 3
44.9 1.288 "Cambodia" 73.45 6
58.9 1.128 "Cambodia" 69.86 10
47.1 0.747 "Cambodia" 69.27 5
88.4 0.816 "Thailand" 88.49 15
79.2 0.879 "Loas" 64.46 21
28.3 0.381 "Cambodia" 61.69 3
44.5 1.345 "Thailand" 69.23 13
44.4 0.316 "Thailand" 67.91 5
11.7 0.918 "Thailand" 52.6 3
41.2 0.773 "Cambodia" 70.49 9
44.6 0.376 "Loas" 57.24 5
25.7 1.47 "Cambodia" 55.68 5
67.8 0.547 "Loas" 63.16 10
11.1 0.163 "Thailand" 57.01 2
70 1.155 "Loas" 71.21 22
45.5 0.894 "Cambodia" 69.16 9
70 0.114 "Cambodia" 79.42 8
11.1 0.521 "Thailand" 42.3 4
13.7 1.309 "Loas" 32.52 5
44.3 0.425 "Loas" 52.44 10
62.8 0.182 "Loas" 71.9 12
28 1.095 "Loas" 46.63 8
78.3 0.812 "Loas" 73.31 18
67 0.667 "Thailand" 81.72 8
83.7 0.694 "Cambodia" 85.91 15
44 1.38 "Loas" 55.37 9
43.7 1.363 "Loas" 48.54 5
30.5 0.405 "Cambodia" 67.4 6
40.6 0.905 "Thailand" 62.92 6
29 0.157 "Loas" 52.94 6
86.4 0.857 "Cambodia" 98.44 8
49.1 0.258 "Thailand" 67.64 6
13.9 1.16 "Loas" 33.12 11
73.4 0.256 "Loas" 75.6 25
37.2 0.386 "Loas" 61.42 9
55.3 1.175 "Thailand" 71.49 11
65.5 0.691 "Thailand" 75.85 7
32.7 0.866 "Cambodia" 66.22 4
14.3 1.333 "Thailand" 59.88 2
44.9 1.119 "Cambodia" 66.25 3
60 1.154 "Loas" 62.17 11
90 0.941 "Thailand" 90.15 22
89.5 0.241 "Thailand" 97.98 21
17.3 1.257 "Loas" 40.2 3
50.9 1.134 "Thailand" 76.29 6
42.4 1.336 "Cambodia" 67.26 6
42 0.218 "Thailand" 71.51 5
36.1 1.261 "Thailand" 68.77 8
66 0.485 "Loas" 62.93 8
33.3 0.568 "Loas" 53.24 1
42 1.342 "Cambodia" 58.48 4
91.2 0.368 "Cambodia" 97.07 10
74.9 0.117 "Cambodia" 91.23 8
35.6 1.087 "Cambodia" 64.57 4
77 0.153 "Loas" 75.89 18
28.1 1.252 "Thailand" 63.24 7
51.1 1.365 "Loas" 49.64 15
23.7 0.333 "Thailand" 61.58 3
19.8 0.391 "Cambodia" 62.13 7
83.6 1.214 "Cambodia" 91.65 16
17.7 1.35 "Loas" 38.35 3
80.9 0.441 "Thailand" 86.52 14
32.7 0.706 "Loas" 45.86 10
12.2 0.657 "Loas" 32.36 4
74.6 1.032 "Thailand" 83.19 9
39.4 0.527 "Cambodia" 70.8 3
12.1 1.209 "Thailand" 63.89 4
71.2 0.578 "Thailand" 80.04 11
12.4 0.46 "Loas" 32.86 5
45.6 0.106 "Thailand" 83.62 6
31 0.632 "Thailand" 69.35 5
50.8 0.939 "Cambodia" 72.28 5
63.6 0.575 "Thailand" 83.64 13
16.9 0.346 "Cambodia" 60.8 4
24.8 1.497 "Loas" 43.86 3
18.6 0.472 "Cambodia" 63.87 5
76.6 0.87 "Loas" 70.35 17
61.5 0.289 "Cambodia" 82.09 8
61.7 1.055 "Thailand" 84.38 8
42.1 0.73 "Cambodia" 61.32 6
45.4 0.613 "Loas" 47.46 9
38.6 0.641 "Loas" 58.93 5
75.1 0.666 "Cambodia" 90.49 11
82.7 1.259 "Cambodia" 89.12 14
63.4 1.382 "Thailand" 76.35 9
58.6 1.166 "Cambodia" 79.37 12
36.9 0.614 "Loas" 43.31 5
16.2 1.068 "Thailand" 52.79 3
58.5 0.811 "Loas" 57.29 12
24.6 0.127 "Thailand" 73.04 3
70.8 1.006 "Loas" 61.84 8
34.1 0.972 "Thailand" 60.1 5
62.4 0.566 "Thailand" 74.14 10
20.2 0.137 "Thailand" 50.84 2
30.9 1.465 "Loas" 46.46 2
77.3 1.488 "Cambodia" 88.52 16
75.9 0.207 "Cambodia" 86.6 13
13.8 0.853 "Cambodia" 65.1 3
81.8 1.469 "Cambodia" 77.56 14
20.5 0.254 "Loas" 45.36 4
59.9 0.608 "Cambodia" 77.35 6
48.5 0.8 "Loas" 64.47 12
55.7 1.378 "Thailand" 74.37 14
69.9 0.901 "Thailand" 77.19 10
48.5 0.132 "Thailand" 75.35 8
91.1 1.297 "Loas" 76.01 21
90.7 1.263 "Thailand" 92.77 21
42.2 1.329 "Thailand" 60.14 7
59.9 1.233 "Loas" 64.39 10
38.3 0.1 "Loas" 62.66 4
45.8 0.243 "Loas" 55.87 6
28.8 1.269 "Thailand" 66.11 5
10.5 0.41 "Cambodia" 61.01 3
12 0.143 "Thailand" 60.32 4
14.8 0.907 "Loas" 36.15 4
72.7 1.16 "Loas" 55.49 16
48.5 1.323 "Cambodia" 75.04 4
79.8 0.185 "Loas" 72.76 23
57.7 0.411 "Cambodia" 77.25 8
25.3 0.68 "Thailand" 59.92 3
59.9 0.676 "Cambodia" 78.11 9
83.3 0.911 "Loas" 67.69 19
75.1 1.419 "Cambodia" 83.68 16
51.3 1.483 "Loas" 54.58 11
44.7 0.282 "Loas" 59.01 10
63.7 0.485 "Cambodia" 70.72 8
82.8 1.26 "Cambodia" 81.29 11
83.1 1.488 "Loas" 72.23 19
24.6 1.042 "Loas" 43.48 5
31.1 0.208 "Thailand" 63.84 7
19.3 0.288 "Loas" 50.68 5
75.4 0.573 "Thailand" 84.57 9
19 0.453 "Thailand" 56.66 3
78 0.451 "Loas" 67.66 13
73.2 1.197 "Thailand" 80.06 11
87.4 0.343 "Thailand" 98.29 18
48.3 0.938 "Loas" 65.44 6
87.1 1.068 "Thailand" 98.4 20
74.4 1.392 "Cambodia" 79.6 9
81.7 1.066 "Cambodia" 93.14 11
42.3 0.483 "Loas" 48.03 4
18.2 0.115 "Cambodia" 54.53 4
32.7 0.161 "Cambodia" 67.45 4
69.2 0.335 "Thailand" 93.31 13
39.2 1.294 "Loas" 51.06 7
41.4 0.164 "Loas" 60.42 5
12.6 0.48 "Loas" 39.51 6
52.8 1.345 "Cambodia" 72.38 4
19.9 0.867 "Loas" 44.45 2
82.6 1.227 "Cambodia" 95.72 11
16.1 1.44 "Thailand" 49.82 4
74.3 1.066 "Loas" 67.71 12
80 0.662 "Thailand" 89.62 15
13 1.459 "Loas" 37.51 2
32.6 1.415 "Thailand" 55.89 4
62.6 0.826 "Loas" 63.24 15
74.4 0.291 "Loas" 74.75 19
42.8 0.977 "Cambodia" 67.57 7
86.7 1.252 "Thailand" 90.04 19
42 0.291 "Thailand" 63.49 7
44.8 0.936 "Loas" 52.31 12
33.5 1.476 "Thailand" 58.33 7
60.2 0.423 "Loas" 65.31 11
55.8 0.684 "Thailand" 73.81 9
13.3 0.24 "Thailand" 53.26 2
71.1 0.49 "Thailand" 88.49 7
26.9 0.843 "Thailand" 60.9 6
63.8 0.54 "Loas" 75.21 14
52.8 0.941 "Thailand" 63.7 6
61.9 1.482 "Loas" 66.89 12
60.6 0.953 "Loas" 63.53 13
33.4 0.304 "Thailand" 59.63 5
28.4 1.086 "Cambodia" 61.89 5
54.2 1.051 "Thailand" 75.04 15
91.7 0.552 "Thailand" 93.13 19
37 0.693 "Loas" 51.57 10
36.5 0.526 "Loas" 57.9 8
12.9 1.266 "Loas" 39.59 4
53.1 0.931 "Thailand" 68.39 4
58.9 1.23 "Loas" 56.68 10
70.9 0.512 "Loas" 57.88 19
88.1 0.298 "Loas" 81.2 13
50.1 1.344 "Thailand" 69.41 9
16.8 0.112 "Cambodia" 59.79 4
31.3 0.897 "Loas" 49.11 4
81.7 1.455 "Loas" 68.24 25
79.9 0.477 "Thailand" 88.01 12
79.1 1.478 "Thailand" 89.9 13
87.6 0.15 "Thailand" 91.14 10
63.5 0.461 "Thailand" 81.91 6
50 0.464 "Thailand" 73.87 4
25.4 1.427 "Cambodia" 47.63 8
68.5 1.471 "Thailand" 73.01 12
17 1.128 "Loas" 35.01 5
47.8 0.502 "Cambodia" 77.86 9
86.7 0.673 "Thailand" 87.3 14
79.3 0.382 "Loas" 71.06 19
68.7 1.173 "Loas" 69.92 19
20.2 1.14 "Thailand" 58.95 3
58.8 0.798 "Loas" 58.47 13
91.2 1.039 "Cambodia" 80.1 14
60.5 1.153 "Loas" 65.9 20
32.4 1.183 "Cambodia" 49.08 5
15.2 0.947 "Cambodia" 58.77 2
15.9 0.647 "Loas" 41.51 7
81.6 1.039 "Thailand" 88.62 12
39.8 1.317 "Cambodia" 66.12 11
87.5 0.711 "Cambodia" 95.58 20
55.8 0.269 "Cambodia" 88.83 6
52 0.967 "Thailand" 74.97 9
87.7 0.773 "Loas" 85.39 22
19 1.393 "Loas" 45.35 6
77.2 0.437 "Loas" 71.36 12
40.9 1.187 "Cambodia" 62.99 6
55.6 1.153 "Loas" 60.05 9
35.7 1.047 "Cambodia" 71.32 7
16.8 0.872 "Cambodia" 54.02 2
74 0.937 "Thailand" 84 15
25.8 1.313 "Thailand" 56.14 6
63.8 0.793 "Cambodia" 77.37 9
45.7 1.472 "Thailand" 64.54 9
26.2 0.197 "Thailand" 59.19 3
91.6 0.878 "Thailand" 94.79 15
46.6 0.365 "Thailand" 62.39 12
12.6 0.515 "Cambodia" 65.1 3
86.8 1.277 "Loas" 74.94 31
81.4 0.387 "Cambodia" 92.54 18
59.3 0.916 "Loas" 64.04 8
34.5 0.655 "Thailand" 67.66 5
76.4 0.528 "Thailand" 88.4 7
88.1 0.761 "Cambodia" 98.36 13
79.9 1.141 "Thailand" 83.3 11
20.4 1.468 "Loas" 50.6 4
89.4 0.319 "Loas" 79.91 21
55.7 0.281 "Cambodia" 74.89 5
10.4 0.913 "Thailand" 59.29 7
21.1 0.292 "Cambodia" 60.67 2
10.5 0.383 "Loas" 33.68 6
77 0.578 "Loas" 59.04 22
74.1 0.472 "Cambodia" 85.4 8
86.3 1.11 "Thailand" 94.74 14
40.2 1.074 "Cambodia" 61.18 6
89.9 1.212 "Thailand" 78.39 17
77.5 0.484 "Loas" 77.28 20
74.6 0.355 "Loas" 68.91 22
61.1 0.748 "Thailand" 70.33 4
89.3 0.871 "Cambodia" 91.99 15
51 0.972 "Loas" 54.38 12
83.3 0.776 "Thailand" 86.46 15
42.9 0.282 "Loas" 47.32 7
46.7 1.338 "Cambodia" 76.02 14
86.7 1.488 "Thailand" 86.67 13
66 1.307 "Thailand" 81.57 13
11.5 1.293 "Loas" 43.83 8
23.6 0.628 "Thailand" 53.54 4
50.7 0.964 "Thailand" 71.22 5
45 0.826 "Cambodia" 75.06 9
91.3 0.152 "Loas" 71.71 25
82.9 1.14 "Cambodia" 93.9 15
38.4 1.279 "Loas" 53.16 12
67.9 0.169 "Cambodia" 77.72 3
84.5 1.351 "Thailand" 76.2 13
65.5 0.629 "Thailand" 73.23 11
62.4 1.074 "Thailand" 77.97 6
22.3 1.104 "Loas" 42.57 7
59.3 1.056 "Loas" 49.68 14
32.4 0.521 "Loas" 58.15 6
47.5 0.524 "Cambodia" 72.95 6
28.2 0.767 "Thailand" 54.85 6
30.9 0.168 "Loas" 44.34 7
63.6 0.788 "Loas" 68.57 13
48.7 0.924 "Cambodia" 69.26 8
23.2 0.428 "Thailand" 67.42 3
32.3 1.45 "Loas" 41.81 5
68.5 0.324 "Cambodia" 85.55 11
60.3 0.905 "Thailand" 82.85 6
20.8 0.689 "Thailand" 54.29 3
15.7 0.271 "Thailand" 58.8 5
89.2 0.61 "Thailand" 89.19 18
40.2 1.498 "Cambodia" 73.08 11
65.6 1.217 "Loas" 66.74 11
79.4 0.59 "Loas" 74.7 12
29.8 1.412 "Loas" 47.49 7
12.9 1.098 "Thailand" 47.76 3
58.8 0.793 "Cambodia" 78.95 3
78.6 1.237 "Thailand" 94.48 16
39.7 1.017 "Loas" 50.32 12
37.2 0.605 "Loas" 57.66 6
62.9 0.761 "Cambodia" 75.19 6
88.6 0.938 "Cambodia" 81.78 15
58.9 1.117 "Loas" 57.25 16
51.8 0.598 "Loas" 49.64 8
22.7 0.921 "Loas" 40.18 3
79.4 0.823 "Thailand" 83.35 15
27.6 0.931 "Thailand" 59.42 3
64.9 1.344 "Loas" 57.04 6
60.7 1.314 "Loas" 69.22 9
14.1 1.264 "Cambodia" 51.79 3
87.9 0.326 "Cambodia" 89.82 15
57.8 0.564 "Loas" 62 14
80.6 1.397 "Cambodia" 93.53 9
52.5 1.395 "Loas" 59.77 12
31.8 0.991 "Thailand" 65.34 8
59 1.21 "Loas" 53.4 13
75.2 0.9 "Loas" 70.72 17
66.5 0.155 "Thailand" 75.95 13
49.4 0.503 "Thailand" 80.27 6
48.2 0.773 "Loas" 62.2 12
60.7 0.709 "Cambodia" 80.43 8
46.8 1.405 "Loas" 57.08 8
59.4 1.004 "Loas" 57.22 9
10.4 0.101 "Loas" 36.19 4
91.6 0.127 "Thailand" 103.3 13
43.3 0.516 "Loas" 48.81 10
19.7 0.483 "Loas" 44.61 6
81.3 1.261 "Loas" 69.25 26
54.3 1.109 "Thailand" 73.65 16
82.3 1.053 "Loas" 77.06 17
13.1 0.638 "Thailand" 56.74 3
82.3 0.359 "Cambodia" 99.9 13
69.2 0.396 "Loas" 72.8 19
73.1 1.085 "Thailand" 83.1 14
80.8 0.467 "Cambodia" 76.78 21
51.1 0.417 "Cambodia" 73.88 8
85.9 0.93 "Cambodia" 93.79 12
27.1 0.306 "Thailand" 61.1 6
12.2 0.171 "Cambodia" 62.61 4
35.9 0.119 "Loas" 54.06 8
64.1 1.231 "Loas" 62.9 11
35.8 1.224 "Loas" 44.15 11
87.4 0.121 "Thailand" 83.82 18
73.9 0.933 "Loas" 62.6 17
37.8 0.53 "Cambodia" 73.39 6
49.5 0.949 "Loas" 61.47 12
44.1 0.402 "Cambodia" 74.16 5
73.7 1.427 "Cambodia" 79.1 9
49.8 0.248 "Loas" 61.07 14
11.3 0.267 "Thailand" 52.62 4
62.7 0.297 "Loas" 72.31 10
29.3 0.51 "Cambodia" 68.55 5
71.3 0.938 "Loas" 66.78 16
34.2 0.393 "Cambodia" 59.36 3
84.3 0.733 "Loas" 90.38 25
80 0.734 "Cambodia" 89.47 13
47.9 0.634 "Thailand" 74.59 15
15.9 1.483 "Cambodia" 51.71 2
57.4 0.114 "Thailand" 81.63 7
57.5 1.312 "Loas" 62.36 5
91.5 0.23 "Cambodia" 98.36 23
37.5 0.355 "Cambodia" 68.59 5
64.7 0.727 "Cambodia" 74.89 9
87 1.121 "Cambodia" 79.86 19
57.1 0.366 "Thailand" 80.04 11
66.7 0.295 "Loas" 61.86 21
17.4 0.398 "Cambodia" 63 2
81 0.336 "Thailand" 85.29 19
51.1 1.294 "Thailand" 63.85 10
28.3 1.136 "Thailand" 60.63 4
43.8 0.898 "Thailand" 72.16 2
82.7 1.297 "Thailand" 91.61 8
50.6 0.308 "Thailand" 76.44 13
65.2 0.628 "Loas" 66.45 13
33.2 0.548 "Cambodia" 64.14 4
77 0.142 "Cambodia" 86.17 13
30.2 0.643 "Cambodia" 71.9 7
40.3 1.093 "Loas" 50.9 9
29.3 0.447 "Thailand" 61.15 1
86.7 1.007 "Loas" 76.24 21
44 0.335 "Thailand" 66.13 11
21.3 1.181 "Cambodia" 53.51 0
85 0.771 "Cambodia" 93.19 20
38.5 0.185 "Cambodia" 62.33 5
79.9 1.179 "Thailand" 80.95 6
21.7 1.328 "Thailand" 60.77 2
39.5 0.926 "Thailand" 73.2 7
30.1 0.954 "Thailand" 54.76 3
13.8 0.689 "Cambodia" 58.12 4
74.3 0.168 "Thailand" 89.62 7
26.3 1.011 "Cambodia" 59.99 4
42.1 0.803 "Cambodia" 67.44 6
36.5 1.201 "Loas" 47.82 8
59.4 0.866 "Loas" 71.36 13
54.4 0.722 "Loas" 64.79 10
91.2 1.273 "Thailand" 95.71 21
30.8 1.046 "Thailand" 62.12 5
70.3 0.172 "Thailand" 88.35 9
90.2 0.276 "Loas" 82.93 23
55.8 1.257 "Thailand" 77.07 7
42.2 0.662 "Cambodia" 64.82 7
77.6 0.807 "Cambodia" 83.74 10
19.2 0.572 "Cambodia" 48.71 3
53.9 0.973 "Thailand" 67.48 8
46.4 0.909 "Loas" 68.83 5
32.5 0.411 "Loas" 51.05 9
22.9 0.995 "Loas" 41.89 11
81.5 0.599 "Thailand" 90.51 14
56.1 0.731 "Loas" 52.65 10
55.2 0.661 "Thailand" 70.95 7
58.6 0.41 "Cambodia" 89.02 11
69.7 0.447 "Cambodia" 84.22 7
62.4 0.347 "Thailand" 80.87 6
60.4 0.705 "Cambodia" 84.04 5
14.3 0.954 "Thailand" 45.94 3
56.3 0.673 "Loas" 65.55 16
58.2 1.378 "Cambodia" 76.71 9
61.5 0.493 "Thailand" 72.57 5
61 0.402 "Cambodia" 74.39 4
16.7 0.873 "Thailand" 49.37 2
16.4 0.59 "Cambodia" 53.81 1
66.3 1.413 "Thailand" 82.32 6
78.1 0.981 "Thailand" 86.72 4
22 0.712 "Cambodia" 49.88 5
74.2 0.505 "Thailand" 93.45 13
49.9 0.151 "Loas" 57.52 8
91.1 0.868 "Thailand" 90.23 17
50.9 0.549 "Cambodia" 71.92 13
56.1 0.773 "Loas" 68.38 11
41 1.233 "Loas" 52.26 9
52.5 0.406 "Cambodia" 66.81 4
16.1 0.225 "Loas" 43.27 3
54.2 1.216 "Thailand" 87.14 7
88.8 0.344 "Cambodia" 99.76 18
53.3 1.222 "Loas" 55.73 5
45.8 0.152 "Loas" 54.07 11
12.6 1.286 "Loas" 39.07 6
13.1 1.25 "Loas" 37.54 5
13.9 1.357 "Loas" 37.04 7
23.2 0.624 "Thailand" 49.84 5
48.5 0.529 "Thailand" 76.57 5
76.1 1.387 "Thailand" 84.56 13
33 0.55 "Cambodia" 67.95 4
71.9 1.395 "Cambodia" 80.56 10
52.8 0.944 "Loas" 60.33 10
33.7 0.914 "Loas" 50.87 7
11.4 1.13 "Loas" 36.56 8
64.8 0.66 "Loas" 65.76 15
15.5 0.614 "Cambodia" 61.56 2
78.6 0.704 "Loas" 69.94 13
21.1 0.57 "Thailand" 68.34 1
63.8 1.077 "Cambodia" 83.8 14
78.7 0.475 "Cambodia" 85.99 12
31.1 1.295 "Thailand" 70.09 6
21.2 1.403 "Cambodia" 62.27 6
72.6 0.751 "Cambodia" 92.93 12
27.4 0.108 "Loas" 45.71 7
32 1.417 "Cambodia" 64.57 5
53.6 0.707 "Cambodia" 74.32 9
48.9 1.266 "Cambodia" 68 11
40.6 0.821 "Cambodia" 72.66 7
73.6 0.772 "Cambodia" 80.39 11
55.8 0.303 "Cambodia" 79.81 10
22.7 0.181 "Cambodia" 54.88 8
91.1 1.01 "Loas" 75.49 22
30 0.623 "Cambodia" 70.06 3
20.7 0.134 "Thailand" 50.55 4
27.4 0.205 "Thailand" 61.76 8
41.2 1.262 "Thailand" 60.73 7
39.5 1.128 "Loas" 49.66 9
34.8 0.167 "Thailand" 62.89 6
13.6 1.115 "Thailand" 56.49 3
86.7 0.119 "Loas" 78.32 28
56.6 0.955 "Thailand" 70.29 7
28.1 0.412 "Cambodia" 67.36 5
82 0.969 "Thailand" 86.01 8
48.3 0.89 "Thailand" 66.01 9
54.5 0.81 "Loas" 60.55 13
74.3 0.46 "Cambodia" 79.51 8
63.1 0.602 "Thailand" 78.43 9
21.9 0.503 "Loas" 43.43 7
36.4 0.366 "Thailand" 59.9 6
88 0.983 "Cambodia" 92.91 19
25.4 0.115 "Thailand" 62.53 4
71.5 0.303 "Loas" 69.99 22
47.7 0.813 "Loas" 63.39 7
21.6 0.752 "Loas" 48.77 4
26.8 0.829 "Cambodia" 52.34 4
65.4 1.067 "Cambodia" 70.25 12
21.3 1.5 "Cambodia" 47.49 8
44.1 1.428 "Loas" 52.13 4
47 1.433 "Loas" 54.88 6
61.1 1.058 "Cambodia" 72.88 15
30.6 1.131 "Loas" 41.17 2
48.1 1.44 "Thailand" 69.16 5
23.6 0.39 "Thailand" 61.01 4
80.3 1.045 "Cambodia" 73.88 19
22.8 0.237 "Thailand" 65.47 2
17.2 0.798 "Thailand" 65.36 6
83.3 1.161 "Thailand" 89.88 17
34.7 0.117 "Loas" 38.63 11
71.7 0.324 "Thailand" 83.94 10
42.9 0.254 "Loas" 52.64 19
46.8 1.224 "Cambodia" 64.53 10
23.1 0.625 "Thailand" 66.29 6
21.9 0.983 "Thailand" 50.38 5
22.2 1.167 "Loas" 39.61 5
52.2 0.448 "Cambodia" 77.92 11
50.4 0.623 "Thailand" 63.62 8
60.5 0.575 "Thailand" 77.37 12
46.7 1.089 "Thailand" 68.85 9
14.6 0.9 "Thailand" 49.94 4
10.4 0.301 "Cambodia" 52.97 4
28.2 0.515 "Thailand" 65.81 4
79.8 0.649 "Cambodia" 86.64 13
